relative_path,dataset,split,label,size_bytes,sha256
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00408_image163779167012604986616722705001823633288_mass273_is_benign_0.png,cbis-ddsm,train,malignant,7286,6406ca2d146ac6c13444b1560a243779401036998d1ed33288f5b763b62b5549
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00408_image398858551812156698220010707420848276001_mass272_is_benign_0.png,cbis-ddsm,train,malignant,7922,7cbc1b0e8f9890b8b9379eec85ee247fd51b197be425d1da5e065c71bc4524b4
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00413_image118892935111145616133263597182397482823_mass278_is_benign_0.png,cbis-ddsm,train,malignant,8364,ddf1565573428c2e57df5301f6cd2dc4618894721115c7ed8d6cfa606b426857
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00413_image90778433812357959042532489360994707924_mass279_is_benign_0.png,cbis-ddsm,train,malignant,8493,b067ea1cb8ca089e9a01b36976674f117413fe3058d2635b026fe0fdb731d5d2
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00415_image366116135913081041342774347930367938902_mass283_is_benign_0.png,cbis-ddsm,train,malignant,7124,af6e21c0ef7ecb63977b3b5607dd3504661624a495a01da3372cf2ca4c555d4b
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00415_image400932724010615651437830867700414025448_mass282_is_benign_0.png,cbis-ddsm,train,malignant,7026,d06b2199b64eab4238650ac349639526f1fc4a767a709d794bb8faa59969aa5a
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00419_image175043772610570804328930190413021504082_mass287_is_benign_0.png,cbis-ddsm,train,malignant,6619,eebe0de763e76d99e0ba38953732958bdc32b1c89667660c46da3242e9561f1e
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00419_image72724605212412925123701405661626433580_mass288_is_benign_0.png,cbis-ddsm,train,malignant,6706,10f91597a62e55c5bd76d6f2b1d91301daf884916618c31cdf002f4003938453
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00423_image73714346712740818321514602263961334100_mass298_is_benign_0.png,cbis-ddsm,train,malignant,6938,5c642e6ba375e6d95af600f18ac79624ed26408f2786887a4387cef29945cdf3
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00435_image33525463311604309520509720512605682139_mass311_is_benign_0.png,cbis-ddsm,train,malignant,7075,0f3b9ef230e0d8900191065f1aaa2a439a4939234695395afc06ab8f1d921458
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00439_image223200299211434089119224646431205382397_mass317_is_benign_0.png,cbis-ddsm,train,malignant,7473,0bb4debc1bfbf8b9e63f23ebd4ac0772f9b2982e335312e0d591cc8ae3cf46d4
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00439_image359651751012073327113353570971821678923_mass316_is_benign_0.png,cbis-ddsm,train,malignant,7400,cdc735bd4578ce0f6f0a9b67ed9fa613c2fe9af0f70cfe8531ef9c54cefe825a
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00440_image192996741813138389617212425101716524518_mass318_is_benign_0.png,cbis-ddsm,train,malignant,7050,94014193967a39469bf731f04e0b2c798d56440dc66082ec3cd72edabd0ca610
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00444_image56526196612878022942647118353975254976_mass323_is_benign_0.png,cbis-ddsm,train,malignant,6557,87130993ae2efe59ba704614acd3e73e821ccbc435c70b93a8c4ed62cac45d6a
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00444_image96119558211202328929132875902651692103_mass322_is_benign_0.png,cbis-ddsm,train,malignant,6602,88a6c8d826288a8267c4cb62cf81f1dbcf64e3d801a1ff4e0ea257d62b26c7d4
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00450_image119329332411807101909567041850958066649_mass325_is_benign_0.png,cbis-ddsm,train,malignant,6499,6e7b7525390570b4e04843fa28c9e76267b3286dcefa8ac6ed4d57f34e9a207b
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00450_image272394953112232453521094915882547194874_mass324_is_benign_0.png,cbis-ddsm,train,malignant,6797,3432bfe0e55866fe1dc0425fadcb16a47469a2e05bc942c50d6be703939873ab
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00465_image148223245211203717627758299190732995046_mass335_is_benign_0.png,cbis-ddsm,train,malignant,7142,6be7eea5028909a8edd93c42a3a0e9e83ad38e64df89dce7dd40aff33728c753
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00465_image340266841313977995203946546213529529422_mass334_is_benign_0.png,cbis-ddsm,train,malignant,7133,7a52e59e457fbd0527895e6c4d4b6b46b483bb5b02aee9b2fb8abe4a28f88baa
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00471_image152233603112126251623360168063905498710_mass338_is_benign_0.png,cbis-ddsm,train,malignant,6479,26faac59c931a677b68c61845f582d3e6e904ad5beebb516a011023c228024f8
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00471_image172386840512013560230074211023706864061_mass339_is_benign_0.png,cbis-ddsm,train,malignant,6810,3749fe01b4bf5506b40c7078a54119ad599d76ed051bf87db17251a806658b51
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00484_image54547139512930604222803797881848684519_mass342_is_benign_0.png,cbis-ddsm,train,malignant,7238,ba1b4e28e8d789b52d21e0ac78270f950541a9e730a5ade0cdc9a7ad108243c4
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00504_image423826099811738434838887578882093148420_mass354_is_benign_0.png,cbis-ddsm,train,malignant,7645,a55145ba43af022b16eddf3099ad3cd66e51b1af8615e374a5c881252aa535c9
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00519_image114526432511060891526000029850478838479_mass367_is_benign_0.png,cbis-ddsm,train,malignant,7446,b47e5cba45922c1deed37eb430d2b7b5538e89c88cc2f2bfde6265a4d434f420
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00519_image209537318712189970238147959111109384951_mass368_is_benign_0.png,cbis-ddsm,train,malignant,7366,a332b587247a8628b8bbac651023679ec20f09e903b9d29dbbf686ac8bdcc089
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00526_image192273959312375546711609345363700619580_mass371_is_benign_0.png,cbis-ddsm,train,malignant,7014,4ece0b49548963335926331f064f340942830c8714d6a7344d0c4d306dd00982
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00526_image42355355612386170134319725220840882507_mass370_is_benign_0.png,cbis-ddsm,train,malignant,6981,17d2b30feed6686c726603d76eafa995e7f3f2c6aaf8e3c68c7b8e5c99377ca6
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00539_image204160554212569649201688795141206203135_mass381_is_benign_0.png,cbis-ddsm,train,malignant,5638,6a233aad1f32003c83a44bd52cb641908f76154aebab75a51ddf376c80ed28c3
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00539_image90291682411836172013412949860473884915_mass380_is_benign_0.png,cbis-ddsm,train,malignant,6870,d5b47a21e683822a85d59bc841721969eb1abb34b301004f598b0fb932f49a4e
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00540_image258122848711932114229110145764023097059_mass383_is_benign_0.png,cbis-ddsm,train,malignant,6706,00fac114046b233d8d2471bc8fed6528f953e4f250e806141446e53f260d3edd
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00540_image336291577012427810542728610771005346221_mass382_is_benign_0.png,cbis-ddsm,train,malignant,6867,3fed951b403ba366b016035499fadc429d463a7ffb92c7a97857b1e4110868ce
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00543_image127668027712467769026688641491424558320_mass385_is_benign_0.png,cbis-ddsm,train,malignant,6521,50576fe0da5d157e2dd9627152cac507059eaef303dff05c71a4ad0ce9192643
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00543_image144279124510995290217037531302453065227_mass384_is_benign_0.png,cbis-ddsm,train,malignant,6950,1c1a0ac2a73156aa25c010d6e22432ee1b77818a3cf408b96c3735aadf3abaad
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00545_image142058700613010348526232451892410644043_mass386_is_benign_0.png,cbis-ddsm,train,malignant,6650,eac9fc520e5be34a55ab59ba16c7c534906b23348c1b55743075d72a9a48e97f
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00553_image210231618913087592731205561683852807183_mass391_is_benign_0.png,cbis-ddsm,train,malignant,6868,789a6ca813d951019472be858f80e05f9610843e7ae2d461b029bf88b6980bff
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00553_image257109459711930095307785066690545050995_mass390_is_benign_0.png,cbis-ddsm,train,malignant,6744,6a5e85b6519deca7e22ccb40e438b63cb5714c9a60be4513a6fb9ff03b873f3d
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00564_image47799982311011314500438990482232588932_mass397_is_benign_0.png,cbis-ddsm,train,malignant,6746,484d1b4ead94d09de73268441c3968e769fce276259d2d1d1166dceebd94b90c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00566_image117454129112394095421646199292904617412_mass398_is_benign_0.png,cbis-ddsm,train,malignant,7206,4ae89e9c9bdc4e7d72db65a76f66b2bcdd6dd1297f9478d02e6fbf05b81a54c3
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00566_image358756856812756598804885462243832024866_mass399_is_benign_0.png,cbis-ddsm,train,malignant,7778,eecad42b0570882c31a96d1fbadddc3d49cb29408697d4daeaf5d2282afe2a98
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00568_image393786502811015598827815584163012329622_mass400_is_benign_0.png,cbis-ddsm,train,malignant,7198,5e1a0bea6d90b57514cf408d077f6bdb542cbd622295df2a4792eebcbad5d2da
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00568_image49183768712581123835656982133105823315_mass401_is_benign_0.png,cbis-ddsm,train,malignant,7730,96d1a6279fe59c56cd75b61b9cb4c8d66996599b41ba830e4d06e19d89bbc64c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00573_image175094891612865352929211580671544169831_mass406_is_benign_0.png,cbis-ddsm,train,malignant,5171,e0fa245fce76b058487a9e570fc6ddb75bff3b4208d270e4644ae7c3ab96b227
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00573_image175094891612865352929211580671544169831_mass407_is_benign_0.png,cbis-ddsm,train,malignant,6526,ffc59abe05d5113a4c0d388a3932e5f7a669be87835d1abbdc2ec9347b3a679d
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00575_image388721083313285222217770141913502774487_mass408_is_benign_0.png,cbis-ddsm,train,malignant,7375,6a572181119e24c9e82580a1bdc6723dd02de0c0528d81e0fffee152b8a33ae1
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00577_image377906764912016454741711177561418190125_mass409_is_benign_0.png,cbis-ddsm,train,malignant,7168,09f5b6644fc1773e6b04ffc574384e76a8c184c484e8993ba0968f394ddb2f19
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00577_image421970993912021610408979780473860736804_mass410_is_benign_0.png,cbis-ddsm,train,malignant,7318,59567957619c5f53458a4873d218a63e9955a71c80bd813665f6a4c255cb6b33
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00581_image371739864613089761719883355291307551226_mass411_is_benign_0.png,cbis-ddsm,train,malignant,6738,0d886ab819f180af5ea1af0503cf8185493744fd6364ad77428f823ac35d099c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00584_image322634389813148758635024178522023060832_mass412_is_benign_0.png,cbis-ddsm,train,malignant,7202,ecc80724d499480cf6f2e3e4390c72134b5f4a6327f81a641733c93402eaa791
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00586_image135848197011758317922431727962900649412_mass414_is_benign_0.png,cbis-ddsm,train,malignant,6949,f494e6ec05dbabc4d0cfccf1f50c62e34cdf90e75491081693f7210129308b96
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00586_image135848197011758317922431727962900649412_mass415_is_benign_0.png,cbis-ddsm,train,malignant,7195,4f366da194f96d0dfecfcf25b759860abf79c58d243f952c37d6c2029351b405
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00586_image52333820413841568638235716392631169350_mass413_is_benign_0.png,cbis-ddsm,train,malignant,6963,abc95ab6476fba9e1f2c7de226ac8b8bb56621a1283f7465783ea3991d709864
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00596_image308549144813973400717226991883085456960_mass420_is_benign_0.png,cbis-ddsm,train,malignant,6978,f5520403d3e8fc30c4669a7ffab3bd2ba912c37b1c27721ad8c829a44f33853c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00596_image44354553611120086116092433180902992105_mass421_is_benign_0.png,cbis-ddsm,train,malignant,6365,26e7e7707c7e2063b205c1eac6fdc93e15aa279e3908b85b621571b270f0edce
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00604_image109387624810322282029261444342347123468_mass423_is_benign_0.png,cbis-ddsm,train,malignant,6725,5d4b59c9bc52fd710ee19354a8efbac27d8ad39dfb1534029cb49f536c1f7548
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00604_image414259873612565136137779949381451878088_mass424_is_benign_0.png,cbis-ddsm,train,malignant,6920,eaf6d7b9a478b9cfddc5a7dc0c641612786480bfaf4875421dc170054cb2794c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00605_image6685111711409612721941851441484936638_mass425_is_benign_0.png,cbis-ddsm,train,malignant,6954,613d9210f6eb6d1d7359e4bc26f9644140a3d39049f4b8f67ddf5a7d5e2f872c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00607_image368550413612135128741508960232793073139_mass427_is_benign_0.png,cbis-ddsm,train,malignant,5679,eceab7c0ea1ba1ddce208c8e30de849cdcca5b6bf16a40901538bc1f92bec07c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00607_image83748848211897641311753926793600384304_mass426_is_benign_0.png,cbis-ddsm,train,malignant,6728,43600d86326de6b58465a23cd602b1cd4bf1c3c42d99d726d76ca19d6d62dddd
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00616_image324963147612023115031983461640816402093_mass430_is_benign_0.png,cbis-ddsm,train,malignant,6724,aaf035f39edefd79d877d2104b19216996487bef3f18af6a1cf80c473e225e1c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00634_image39960116911231377730808314211583975948_mass441_is_benign_0.png,cbis-ddsm,train,malignant,7451,a8ef63ea1dadebb76e81c02fe83dc2b417679280e1a0257f4c24a20258f1b428
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00637_image428352419311893519614700937242425762758_mass442_is_benign_0.png,cbis-ddsm,train,malignant,6899,970d4f0c270e665689f2095adda7d6f4355fe59d646801c1a47051e9fa59e599
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00644_image20046388113868299525188172063855362095_mass446_is_benign_0.png,cbis-ddsm,train,malignant,6648,f573c8c39acbfc075a5a93536aa8a0bc98423ffbd1998ce740c21356cf5181ad
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00644_image200948278212842430531410154721256979027_mass445_is_benign_0.png,cbis-ddsm,train,malignant,7099,fb26ccf63bd1b9389efee8b74bc416d8c6b463d2042a422c2de1646afe5994e9
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00660_image237409032611023985639369599012586872468_mass454_is_benign_0.png,cbis-ddsm,train,malignant,7574,640567a7809bbd966f8bb60a5a0efdfabe6c38bac792ad40498150573b3e2ae6
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00660_image402932589913842097930372862912420259107_mass453_is_benign_0.png,cbis-ddsm,train,malignant,7674,49da6ae98567160f23faef9ef40b438ce538349c0f941dc3cbfcba220f4d0a4a
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00661_image155642025312950554815901790071948435520_mass456_is_benign_0.png,cbis-ddsm,train,malignant,6283,db402bab9f6ab10bfd2b045498ac7ea5160f530fff8338b7589681b0b43bc23f
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00661_image64007989411147157931424785093161048871_mass455_is_benign_0.png,cbis-ddsm,train,malignant,6217,0f3a64802cb2891448e1c443c22d2c2bc9a9033f326f45865a0570ed721b55e0
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00665_image303062737611491457923063402253838355080_mass457_is_benign_0.png,cbis-ddsm,train,malignant,5808,a54615e49ee57401ce904f9de57c6183256b75a73de7690e722c94f0c4d3a030
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00690_image296984356112973186339130000701974531472_mass471_is_benign_0.png,cbis-ddsm,train,malignant,7602,ead175a2504b3128224dc7eb8904d4d83d7e578e36f465a796f592c74d1db2f8
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00695_image207726435513456082225524896262435179450_mass475_is_benign_0.png,cbis-ddsm,train,malignant,9195,132f67e076e5d31836bc7e6818df28401cfec1dd84914bcf28cad99428eaf9c2
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00695_image251872183712067758830824012051583087146_mass476_is_benign_0.png,cbis-ddsm,train,malignant,7321,a9225b3a1ee1ed124e29d8279231a5a462cb9005091d6c4e54bebfddb2521821
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00698_image156373350111345528331526404404287685108_mass478_is_benign_0.png,cbis-ddsm,train,malignant,6670,a2f3f2b0a0c501ea93bb14278614738f8c8aa00773f8679e64e29e7183881b93
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00698_image27953444711693870518443009471767038842_mass477_is_benign_0.png,cbis-ddsm,train,malignant,6307,82e424c5162ffa2ee151c84732a1343abe7c5fcf67de0d4d4b4decea924ce38e
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00702_image269090020912271881612869996851061481178_mass481_is_benign_0.png,cbis-ddsm,train,malignant,7009,b85bd834f86b16de5803e2139f89635d64e3fe72fb273288a72d665e594e9c09
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00702_image54433975111687328009467363033835709188_mass482_is_benign_0.png,cbis-ddsm,train,malignant,6905,9578713bc19221aaeec95caba23ec46e3ffb134356424ea7fbbf8161fb3bff2a
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00711_image269700135212590534804433368343189580373_mass495_is_benign_0.png,cbis-ddsm,train,malignant,6686,d36a3e6af1b281381ae88156f1fcd1de0b543dad50b1e746df025f37a3f480bf
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00711_image328253460012380782218954280112815341561_mass494_is_benign_0.png,cbis-ddsm,train,malignant,6970,52dc7d5e17e9f59cb39b134d2dfa159a28b88f267b2c530c3edb45465f45120e
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00716_image185980758212594454521684496860045514874_mass500_is_benign_0.png,cbis-ddsm,train,malignant,7061,d5db3e29a6911b4a7d1de28cb63af464af73c11db42b4f41d66f99d535ee974c
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00717_image393764639811214800108462073842058892008_mass501_is_benign_0.png,cbis-ddsm,train,malignant,6647,8c00415b5eec5dc953ec2aa9d20865f4c4a97c0917d0379c7277b0da2fd4ad13
dataset16062024/cbis-ddsm/train/is_benign_false/patientcbis-ddsm__P_00717_image40709178712504957212877331210046495938_mass502_is_benign_0.png,cbis-ddsm,train,malignant,6887,15f072f9dfa8e21f24e4b0c64c6e98a5433524153f557d8a95d441ade73a8cce
